.05 0.0995017 1.9801
0.1 0.198013 1.9604
0.15 0.295545 1.94089
0.2 0.392106 1.92158
0.25 0.487706 1.90246
0.3 0.582355 1.88353
0.35 0.676062 1.86479
0.4 0.768837 1.84623
0.45 0.860688 1.82786
0.5 0.951626 1.80967
0.55 1.04166 1.79167
0.6 1.1308 1.77384
0.65 1.21905 1.75619
0.7 1.30642 1.73872
0.75 1.39292 1.72142
0.8 1.47856 1.70429
0.85 1.56335 1.68733
0.9 1.6473 1.67054
0.95 1.73041 1.65392
1 1.81269 1.63746
1.05 1.89416 1.62117
1.1 1.97481 1.60504
1.15 2.05466 1.58907
1.2 2.13372 1.57326
1.25 2.21199 1.5576
1.3 2.28948 1.5421
1.35 2.36621 1.52676
1.4 2.44216 1.51157
1.45 2.51736 1.49653
1.5 2.59182 1.48164
1.55 2.66553 1.46689
1.6 2.73851 1.4523
1.65 2.81076 1.43785
1.7 2.8823 1.42354
1.75 2.95312 1.40938
1.8 3.02324 1.39535
1.85 3.09266 1.38147
1.9 3.16139 1.36772
1.95 3.22943 1.35411
2 3.2968 1.34064
2.05 3.3635 1.3273
2.1 3.42953 1.31409
2.15 3.49491 1.30102
2.2 3.55964 1.28807
2.25 3.62372 1.27526
2.3 3.68716 1.26257
2.35 3.74998 1.25
2.4 3.81217 1.23757
2.45 3.87374 1.22525
2.5 3.93469 1.21306
2.55 3.99504 1.20099
2.6 4.05479 1.18904
2.65 4.11395 1.17721
2.7 4.17252 1.1655
2.75 4.2305 1.1539
2.8 4.28791 1.14242
2.85 4.34475 1.13105
2.9 4.40102 1.1198
2.95 4.45673 1.10865
3 4.51188 1.09762
3.05 4.56649 1.0867
3.1 4.62056 1.07589
3.15 4.67408 1.06518
3.2 4.72708 1.05458
3.25 4.77954 1.04409
3.3 4.83149 1.0337
3.35 4.88291 1.02342
3.4 4.93383 1.01323
3.45 4.98424 1.00315
3.5 5.03415 0.993171
3.55 5.08356 0.983288
3.6 5.13248 0.973505
3.65 5.18091 0.963818
3.7 5.22886 0.954228
3.75 5.27633 0.944733
3.8 5.32334 0.935333
3.85 5.36987 0.926026
3.9 5.41594 0.916812
3.95 5.46155 0.90769
4 5.50671 0.898658
4.05 5.55142 0.889716
4.1 5.59568 0.880863
4.15 5.63951 0.872099
4.2 5.68289 0.863421
4.25 5.72585 0.85483
4.3 5.76838 0.846324
4.35 5.81048 0.837903
4.4 5.85217 0.829566
4.45 5.89344 0.821312
4.5 5.9343 0.813139
4.55 5.97476 0.805048
4.6 6.01481 0.797038
4.65 6.05446 0.789107
4.7 6.09372 0.781256
4.75 6.13259 0.773482
4.8 6.17107 0.765786
4.85 6.20917 0.758166
4.9 6.24689 0.750622
4.95 6.28423 0.743153
5 6.32121 0.735759
5.05 6.35781 0.728438
5.1 6.39405 0.72119
5.15 6.42993 0.714014
5.2 6.46545 0.706909
5.25 6.50062 0.699875
5.3 6.53544 0.692912
5.35 6.56991 0.686017
5.4 6.60404 0.679191
5.45 6.63784 0.672433
5.5 6.67129 0.665742
5.55 6.70441 0.659118
5.6 6.7372 0.65256
5.65 6.76967 0.646067
5.7 6.80181 0.639638
5.75 6.83363 0.633274
5.8 6.86514 0.626972
5.85 6.89633 0.620734
5.9 6.92721 0.614557
5.95 6.95779 0.608443
6 6.98806 0.602388
6.05 7.01803 0.596395
6.1 7.0477 0.59046
6.15 7.07707 0.584585
6.2 7.10616 0.578768
6.25 7.13495 0.57301
6.3 7.16346 0.567308
6.35 7.19168 0.561663
6.4 7.21963 0.556075
6.45 7.24729 0.550542
6.5 7.27468 0.545064
6.55 7.3018 0.53964
6.6 7.32865 0.534271
6.65 7.35523 0.528955
6.7 7.38154 0.523691
6.75 7.4076 0.518481
6.8 7.43339 0.513322
6.85 7.45893 0.508214
6.9 7.48421 0.503157
6.95 7.50925 0.498151
7 7.53403 0.493194
7.05 7.55857 0.488287
7.1 7.58286 0.483428
7.15 7.60691 0.478618
7.2 7.63072 0.473856
7.25 7.6543 0.469141
7.3 7.67764 0.464473
7.35 7.70075 0.459851
7.4 7.72362 0.455275
7.45 7.74627 0.450745
7.5 7.7687 0.44626
7.55 7.7909 0.44182
7.6 7.81288 0.437424
7.65 7.83464 0.433071
7.7 7.85619 0.428762
7.75 7.87752 0.424496
7.8 7.89864 0.420272
7.85 7.91955 0.41609
7.9 7.94025 0.41195
7.95 7.96074 0.407851
8 7.98103 0.403793
8.05 8.00112 0.399775
8.1 8.02101 0.395797
8.15 8.0407 0.391859
8.2 8.0602 0.38796
8.25 8.0795 0.3841
8.3 8.09861 0.380278
8.35 8.11753 0.376494
8.4 8.13626 0.372748
8.45 8.1548 0.369039
8.5 8.17316 0.365367
8.55 8.19134 0.361732
8.6 8.20934 0.358132
8.65 8.22716 0.354569
8.7 8.2448 0.351041
8.75 8.26226 0.347548
8.8 8.27955 0.34409
8.85 8.29667 0.340666
8.9 8.31362 0.337276
8.95 8.3304 0.33392
9 8.34701 0.330598
9.05 8.36346 0.327308
9.1 8.37974 0.324052
9.15 8.39586 0.320827
9.2 8.41183 0.317635
9.25 8.42763 0.314474
9.3 8.44327 0.311345
9.35 8.45876 0.308247
9.4 8.4741 0.30518
9.45 8.48928 0.302144
9.5 8.50431 0.299137
9.55 8.5192 0.296161
9.6 8.53393 0.293214
9.65 8.54852 0.290296
9.7 8.56296 0.287408
9.75 8.57726 0.284548
9.8 8.59142 0.281717
9.85 8.60543 0.278914
9.9 8.61931 0.276138
9.95 8.63305 0.273391
10 8.64665 0.270671
