10 1.37174 0.12008 0.08049 1.49195 0.00009
20 1.43197 0.05985 0.04012 0.00013 0.00009
40 1.46194 0.02988 0.02003 0.00013 0.00009
60 1.47191 0.01991 0.01335 0.00013 0.00009
