.0166667 1.01681
0.0333333 1.0339
0.05 1.05128
0.0666667 1.06895
0.0833333 1.08692
0.1 1.1052
0.116667 1.12377
0.133333 1.14266
0.15 1.16187
0.166667 1.1814
0.183333 1.20126
0.2 1.22146
0.216667 1.24199
0.233333 1.26287
0.25 1.2841
0.266667 1.30568
0.283333 1.32763
0.3 1.34995
0.316667 1.37264
0.333333 1.39571
0.35 1.41918
0.366667 1.44303
0.383333 1.46729
0.4 1.49195
0.416667 1.51703
0.433333 1.54253
0.45 1.56846
0.466667 1.59482
0.483333 1.62163
0.5 1.64889
0.516667 1.67661
0.533333 1.70479
0.55 1.73345
0.566667 1.76259
0.583333 1.79221
0.6 1.82234
0.616667 1.85297
0.633333 1.88412
0.65 1.91579
0.666667 1.94799
0.683333 1.98074
0.7 2.01403
0.716667 2.04789
0.733333 2.08231
0.75 2.11731
0.766667 2.1529
0.783333 2.18909
0.8 2.22589
0.816667 2.2633
0.833333 2.30134
0.85 2.34003
0.866667 2.37936
0.883333 2.41935
0.9 2.46002
0.916667 2.50137
0.933333 2.54342
0.95 2.58617
0.966667 2.62964
0.983333 2.67384
1 2.71878
