0.0166667 1
0.0333333 1.01695
0.05 1.03419
0.0666667 1.05171
0.0833333 1.06954
0.1 1.08767
0.116667 1.1061
0.133333 1.12485
0.15 1.14392
0.166667 1.1633
0.183333 1.18302
0.2 1.20307
0.216667 1.22346
0.233333 1.2442
0.25 1.26529
0.266667 1.28673
0.283333 1.30854
0.3 1.33072
0.316667 1.35328
0.333333 1.37621
0.35 1.39954
0.366667 1.42326
0.383333 1.44738
0.4 1.47191
0.416667 1.49686
0.433333 1.52223
0.45 1.54803
0.466667 1.57427
0.483333 1.60095
0.5 1.62809
0.516667 1.65568
0.533333 1.68375
0.55 1.71228
0.566667 1.74131
0.583333 1.77082
0.6 1.80083
0.616667 1.83136
0.633333 1.8624
0.65 1.89396
0.666667 1.92606
0.683333 1.95871
0.7 1.99191
0.716667 2.02567
0.733333 2.06
0.75 2.09492
0.766667 2.13042
0.783333 2.16653
0.8 2.20325
0.816667 2.2406
0.833333 2.27857
0.85 2.31719
0.866667 2.35647
0.883333 2.39641
0.9 2.43702
0.916667 2.47833
0.933333 2.52033
0.95 2.56305
0.966667 2.60649
0.983333 2.65067
1 2.6956
