.1 1.89906 -0.483217 17.2041 -9.39865
0.2 3.30556 -1.79131 10.3823 -16.1695
0.3 3.90072 -3.5775 1.33236 -18.7881
0.4 3.5733 -5.39368 -7.68304 -16.7877
0.5 2.43816 -6.80209 -14.4981 -10.8304
0.6 0.799856 -7.48018 -17.5609 -2.50324
0.7 -0.928082 -7.29359 -16.2823 6.09913
0.8 -2.32678 -6.32106 -11.14 12.8981
0.9 -3.07292 -4.8272 -3.52143 16.33
1 -3.01274 -3.19154 4.64486 15.702
1.1 -2.19233 -1.81281 11.3744 11.3242
1.2 -0.83869 -1.01236 15.1059 4.39592
1.3 0.701872 -0.959927 15.06 -3.31737
1.4 2.05171 -1.63878 11.3957 -9.9308
1.5 2.89383 -2.85707 5.13588 -13.8977
1.6 3.04572 -4.30079 -2.11309 -14.3684
1.7 2.49792 -5.61406 -8.56988 -11.3668
1.8 1.40955 -6.48631 -12.7135 -5.75051
1.9 0.0634351 -6.72517 -13.6386 1.02786
2 -1.20675 -6.29806 -11.2489 7.29337
2.1 -2.09866 -5.33375 -6.249 11.56
2.2 -2.41272 -4.08511 0.0570062 12.8806
2.3 -2.0961 -2.86343 6.10205 11.0532
2.4 -1.24964 -1.96133 10.4433 6.64045
2.5 -0.0975802 -1.58312 12.1039 0.804525
2.6 1.07116 -1.79917 10.7899 -4.99596
2.7 1.97499 -2.53424 6.93378 -9.36808
2.8 2.40703 -3.5913 1.56211 -11.3169
2.9 2.28193 -4.70361 -3.97443 -10.4689
3 1.65161 -5.60164 -8.33851 -7.13771
3.1 0.687389 -6.07792 -10.5271 -2.22136
3.2 -0.365857 -6.0345 -10.0993 3.03618
3.3 -1.25146 -5.5022 -7.2607 7.35774
3.4 -1.76312 -4.62813 -2.78805 9.74121
3.5 -1.79249 -3.63582 2.17941 9.68963
3.6 -1.35144 -2.76842 6.42821 7.31089
3.7 -0.564428 -2.22954 8.96521 3.26805
3.8 0.365803 -2.13583 9.24768 -1.40185
3.9 1.21003 -2.49237 7.29613 -5.55166
4 1.76868 -3.1958 3.66726 -8.20425
4.1 1.91868 -4.06342 -0.700846 -8.78071
4.2 1.63998 -4.88024 -4.72921 -7.22386
4.3 1.0164 -5.45191 -7.46282 -3.99159
4.4 0.211339 -5.65061 -8.29533 0.0734274
4.5 -0.574553 -5.44322 -7.10118 3.96141
4.6 -1.15312 -4.8955 -4.24688 6.7447
4.7 -1.39342 -4.15246 -0.483639 7.79757
4.8 -1.25094 -3.40038 3.2483 6.93479
4.9 -0.774957 -2.82038 6.05309 4.43886
5 -0.0929521 -2.54515 7.29286 0.97379
5.1 0.623054 -2.62888 6.73097 -2.58949
5.2 1.19961 -3.03739 4.57313 -5.3906
5.3 1.50361 -3.65973 1.40062 -6.78608
5.4 1.47264 -4.33793 -1.98418 -6.49562
5.5 1.1273 -4.90677 -4.7593 -4.65514
5.6 0.562916 -5.2338 -6.28158 -1.76782
5.7 -0.0762496 -5.24989 -6.2342 1.43123
5.8 -0.633625 -4.96337 -4.69011 4.1608
5.9 -0.978437 -4.45497 -2.07917 5.78318
6 -1.03613 -3.85561 0.929193 5.95179
6.1 -0.804104 -3.31292 3.59623 4.6831
6.2 -0.349483 -2.95513 5.29424 2.33844
6.3 0.209719 -2.861 5.65304 -0.476394
6.4 0.734982 -3.04282 4.6389 -3.06634
6.5 1.10137 -3.44606 2.54944 -4.81766
6.6 1.22705 -3.9651 -0.0709338 -5.34224
6.7 1.09124 -4.47065 -2.57151 -4.56208
6.8 0.736847 -4.8417 -4.35589 -2.7159
6.9 0.257624 -4.99435 -5.02325 -0.289252
7 -0.226336 -4.90044 -4.45696 2.11177
7.1 -0.598515 -4.59224 -2.84151 3.91102
7.2 -0.773831 -4.15223 -0.606363 4.6996
7.3 -0.71786 -3.69134 1.6869 4.32757
7.4 -0.453127 -3.32118 3.48474 2.92987
7.5 -0.0514527 -3.12717 4.37443 0.882698
7.6 0.385239 -3.14905 4.17772 -1.29639
7.7 0.750604 -3.37308 2.98448 -3.0784
7.8 0.959612 -3.73749 1.12063 -4.05056
7.9 0.968154 -4.14918 -0.939522 -4.01093
8 0.782036 -4.50733 -2.69305 -3.00872
8.1 0.45363 -4.72795 -3.73047 -1.32256
8.2 0.0674574 -4.7634 -3.83048 0.615393
8.3 -0.28139 -4.61242 -3.00581 2.32943
8.4 -0.510519 -4.31861 -1.49094 3.41632
8.5 -0.569546 -3.9582 0.322925 3.63937
8.6 -0.450954 -3.62043 1.98804 2.97885
8.7 -0.190212 -3.38561 3.10998 1.62818
8.8 0.144428 -3.30615 3.44036 -0.0609105
8.9 0.469628 -3.39506 2.93079 -1.66913
9 0.707588 -3.62436 1.7367 -2.81307
9.1 0.804527 -3.93343 0.171969 -3.23595
9.2 0.742673 -4.24484 -1.37275 -2.86439
9.3 0.54312 -4.48366 -2.52692 -1.81887
9.4 0.259237 -4.59531 -3.02841 -0.377121
9.5 -0.0374313 -4.55795 -2.78228 1.09875
9.6 -0.27507 -4.3864 -1.87699 2.25263
9.7 -0.39887 -4.12716 -0.556015 2.81978
9.8 -0.383537 -3.84598 0.84682 2.68688
9.9 -0.238212 -3.61131 1.99109 1.91332
10 -0.00292465 -3.47774 2.61188 0.710172
